Importance,Job Zone,Code,Occupation
71,2,43-2011.00,"Switchboard Operators, Including Answering Service"
71,2,51-2092.00,Team Assemblers
71,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
70,3,49-3023.00,Automotive Service Technicians and Mechanics
70,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers
70,4,15-2099.01,Bioinformatics Technicians
70,2,51-9011.00,Chemical Equipment Operators and Tenders
70,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
70,4,27-2022.00,Coaches and Scouts
70,4,11-3021.00,Computer and Information Systems Managers
70,2,43-4031.00,"Court, Municipal, and License Clerks"
70,5,29-1021.00,"Dentists, General"
70,4,27-3041.00,Editors
70,4,17-2071.00,Electrical Engineers
70,3,39-4011.00,Embalmers
70,5,13-2099.01,Financial Quantitative Analysts
70,4,19-1012.00,Food Scientists and Technologists
70,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
70,2,51-7021.00,Furniture Finishers
70,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
70,3,11-3051.02,Geothermal Production Managers
70,5,19-3093.00,Historians
70,4,11-3121.00,Human Resources Managers
70,2,53-7051.00,Industrial Truck and Tractor Operators
70,4,13-2072.00,Loan Officers
70,4,13-1081.00,Logisticians
70,5,19-1022.00,Microbiologists
70,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
70,3,19-5012.00,Occupational Health and Safety Technicians
70,2,53-7064.00,"Packers and Packagers, Hand"
70,3,23-2011.00,Paralegals and Legal Assistants
70,5,29-1051.00,Pharmacists
70,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
70,2,51-5112.00,Printing Press Operators
70,2,41-2031.00,Retail Salespersons
70,4,11-3071.00,"Transportation, Storage, and Distribution Managers"
70,3,49-9081.00,Wind Turbine Service Technicians
70,4,27-3043.00,Writers and Authors
69,4,17-2011.00,Aerospace Engineers
69,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
69,1,45-2091.00,Agricultural Equipment Operators
69,2,45-2011.00,Agricultural Inspectors
69,3,53-2021.00,Air Traffic Controllers
69,3,49-2097.00,Audiovisual Equipment Installers and Repairers
69,2,35-3011.00,Bartenders
69,3,47-2011.00,Boilermakers
69,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
69,3,49-9092.00,Commercial Divers
69,2,35-2015.00,"Cooks, Short Order"
69,2,41-2021.00,Counter and Rental Clerks
69,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
69,5,19-2041.02,Environmental Restoration Planners
69,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
69,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
69,2,51-3092.00,Food Batchmakers
69,2,39-3011.00,Gambling Dealers
69,5,19-2041.03,Industrial Ecologists
69,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
69,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
69,5,19-1029.02,Molecular and Cellular Biologists
69,3,27-4021.00,Photographers
69,3,51-8012.00,Power Distributors and Dispatchers
69,2,43-5031.00,Public Safety Telecommunicators
69,4,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
69,4,19-4099.03,Remote Sensing Technicians
69,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
69,3,47-1011.03,Solar Energy Installation Managers
69,3,41-4011.07,Solar Sales Representatives and Assessors
69,3,47-2152.04,Solar Thermal Installers and Technicians
69,4,17-1022.00,Surveyors
69,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
69,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
69,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
69,4,53-6051.00,Transportation Inspectors
69,4,15-1299.01,Web Administrators
68,3,33-3011.00,Bailiffs
68,1,35-3023.01,Baristas
68,4,17-2031.00,Bioengineers and Biomedical Engineers
68,2,53-6011.00,Bridge and Lock Tenders
68,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
68,3,19-4031.00,Chemical Technicians
68,4,19-2031.00,Chemists
68,4,15-1211.00,Computer Systems Analysts
68,2,39-3092.00,Costume Attendants
68,4,13-2041.00,Credit Analysts
68,4,11-3031.00,Financial Managers
68,4,17-1022.01,Geodetic Surveyors
68,2,47-3012.00,Helpers--Carpenters
68,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
68,5,11-3031.03,Investment Fund Managers
68,2,53-4011.00,Locomotive Engineers
68,4,13-1081.01,Logistics Engineers
68,2,49-9095.00,Manufactured Building and Mobile Home Installers
68,3,27-2042.00,Musicians and Singers
68,2,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
68,3,39-9041.00,Residential Advisors
68,4,17-2199.08,Robotics Engineers
68,2,47-2181.00,Roofers
68,4,41-9031.00,Sales Engineers
68,2,47-2211.00,Sheet Metal Workers
68,3,27-4014.00,Sound Engineering Technicians
68,3,51-8021.00,Stationary Engineers and Boiler Operators
68,4,11-3071.04,Supply Chain Managers
68,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
68,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
68,3,15-1254.00,Web Developers
67,4,13-2011.00,Accountants and Auditors
67,5,17-1011.00,"Architects, Except Landscape and Naval"
67,5,25-4011.00,Archivists
67,4,13-1199.04,Business Continuity Planners
67,2,51-3021.00,Butchers and Meat Cutters
67,4,17-2041.00,Chemical Engineers
67,4,11-9021.00,Construction Managers
67,3,33-2021.00,Fire Inspectors and Investigators
67,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
67,2,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
67,4,13-2053.00,Insurance Underwriters
67,4,27-3023.00,"News Analysts, Reporters, and Journalists"
67,4,19-5011.00,Occupational Health and Safety Specialists
67,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
67,2,53-6021.00,Parking Attendants
67,4,17-2171.00,Petroleum Engineers
67,3,29-1124.00,Radiation Therapists
67,4,17-2072.01,Radio Frequency Identification Device Specialists
67,2,49-3043.00,Rail Car Repairers
67,2,39-5093.00,Shampooers
67,4,11-9121.02,Water Resource Specialists
67,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
67,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
66,4,19-2021.00,Atmospheric and Space Scientists
66,2,51-8099.01,Biofuels Processing Technicians
66,2,51-8091.00,Chemical Plant and System Operators
66,3,51-9161.00,Computer Numerically Controlled Tool Operators
66,3,53-7021.00,Crane and Tower Operators
66,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
66,4,29-2011.01,Cytogenetic Technologists
66,1,47-5011.00,"Derrick Operators, Oil and Gas"
66,3,43-9031.00,Desktop Publishers
66,4,13-1041.01,Environmental Compliance Inspectors
66,4,17-3025.00,Environmental Engineering Technologists and Technicians
66,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
66,1,45-4021.00,Fallers
66,2,39-3012.00,Gambling and Sports Book Writers and Runners
66,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
66,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
66,5,17-2112.01,Human Factors Engineers and Ergonomists
66,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
66,2,53-3033.00,Light Truck Drivers
66,2,53-7063.00,Machine Feeders and Offbearers
66,3,51-7031.00,"Model Makers, Wood"
66,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
66,3,31-2012.00,Occupational Therapy Aides
66,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
66,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
66,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
66,2,49-9096.00,Riggers
66,1,51-6031.00,Sewing Machine Operators
66,3,51-2041.00,Structural Metal Fabricators and Fitters
66,5,19-3022.00,Survey Researchers
66,2,41-9041.00,Telemarketers
66,4,11-3131.00,Training and Development Managers
66,3,39-7012.00,Travel Guides
66,3,29-2056.00,Veterinary Technologists and Technicians
66,2,35-3031.00,Waiters and Waitresses
66,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
65,3,27-4011.00,Audio and Video Technicians
65,3,17-3027.01,Automotive Engineering Technicians
65,5,19-1029.04,Biologists
65,3,27-4031.00,"Camera Operators, Television, Video, and Film"
65,5,19-2041.01,Climate Change Policy Analysts
65,3,33-3051.04,Customs and Border Protection Officers
65,4,15-1243.01,Data Warehousing Specialists
65,4,15-1243.00,Database Architects
65,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
65,2,43-5011.01,Freight Forwarders
65,2,49-9099.01,Geothermal Technicians
65,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
65,4,17-2112.03,Manufacturing Engineers
65,3,17-3013.00,Mechanical Drafters
65,3,51-9082.00,Medical Appliance Technicians
65,2,43-4151.00,Order Clerks
65,3,51-7032.00,"Patternmakers, Wood"
65,4,13-2052.00,Personal Financial Advisors
65,3,29-2052.00,Pharmacy Technicians
65,4,27-2012.00,Producers and Directors
65,2,53-7062.04,Recycling and Reclamation Workers
65,2,51-9141.00,Semiconductor Processing Technicians
65,2,47-2082.00,Tapers
65,2,47-2044.00,Tile and Stone Setters
65,4,11-9199.10,Wind Energy Development Managers
64,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
64,4,17-2021.00,Agricultural Engineers
64,2,39-6011.00,Baggage Porters and Bellhops
64,2,51-8013.03,Biomass Plant Technicians
64,2,51-7011.00,Cabinetmakers and Bench Carpenters
64,4,27-1021.00,Commercial and Industrial Designers
64,4,17-2061.00,Computer Hardware Engineers
64,2,51-2023.00,Electromechanical Equipment Assemblers
64,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
64,2,47-2121.00,Glaziers
64,3,47-4041.00,Hazardous Materials Removal Workers
64,2,47-3016.00,Helpers--Roofers
64,5,19-2043.00,Hydrologists
64,4,17-1012.00,Landscape Architects
64,1,37-3011.00,Landscaping and Groundskeeping Workers
64,3,17-3027.00,Mechanical Engineering Technologists and Technicians
64,2,49-9044.00,Millwrights
64,2,47-2141.00,"Painters, Construction and Maintenance"
64,2,41-2022.00,Parts Salespersons
64,4,15-1253.00,Software Quality Assurance Analysts and Testers
64,2,47-4099.03,Weatherization Installers and Technicians
64,3,11-9199.09,Wind Energy Operations Managers
63,2,27-2021.00,Athletes and Sports Competitors
63,4,17-2141.02,Automotive Engineers
63,3,27-4012.00,Broadcast Technicians
63,4,17-1021.00,Cartographers and Photogrammetrists
63,4,17-2051.00,Civil Engineers
63,2,35-2014.00,"Cooks, Restaurant"
63,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
63,2,47-2081.00,Drywall and Ceiling Tile Installers
63,3,47-2111.00,Electricians
63,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
63,2,47-4031.00,Fence Erectors
63,1,35-2021.00,Food Preparation Workers
63,2,51-4071.00,Foundry Mold and Coremakers
63,4,13-1131.00,Fundraisers
63,2,43-3041.00,Gambling Cage Workers
63,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
63,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians
63,3,29-2099.05,Ophthalmic Medical Technologists
63,3,29-2081.00,"Opticians, Dispensing"
63,2,47-2151.00,Pipelayers
63,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
63,4,11-9199.01,Regulatory Affairs Managers
63,4,13-1161.01,Search Marketing Strategists
63,3,49-9097.00,Signal and Track Switch Repairers
63,3,15-1241.01,Telecommunications Engineering Specialists
63,4,15-1255.01,Video Game Designers
62,1,39-3091.00,Amusement and Recreation Attendants
62,2,51-3011.00,Bakers
62,3,17-3022.00,Civil Engineering Technologists and Technicians
62,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
62,3,33-2011.00,Firefighters
62,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
62,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
62,4,27-1025.00,Interior Designers
62,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
62,2,41-9012.00,Models
62,2,43-9071.00,"Office Machine Operators, Except Computer"
62,3,17-3029.08,Photonics Technicians
62,2,47-2221.00,Structural Iron and Steel Workers
62,4,19-3099.01,Transportation Planners
62,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
61,4,15-2011.00,Actuaries
61,4,15-1241.00,Computer Network Architects
61,3,13-1041.08,Customs Brokers
61,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
61,4,13-1081.02,Logistics Analysts
61,2,39-5092.00,Manicurists and Pedicurists
61,1,47-2161.00,Plasterers and Stucco Masons
61,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
61,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
61,4,13-1041.07,Regulatory Affairs Specialists
61,4,17-2199.11,Solar Energy Systems Engineers
61,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
61,3,13-2082.00,Tax Preparers
61,2,37-3013.00,Tree Trimmers and Pruners
61,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
60,4,11-3111.00,Compensation and Benefits Managers
60,2,13-1074.00,Farm Labor Contractors
60,2,47-5081.00,Helpers--Extraction Workers
60,2,51-9198.00,Helpers--Production Workers
60,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
60,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
60,2,51-9197.00,Tire Builders
60,5,19-3051.00,Urban and Regional Planners
60,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
59,3,49-9061.00,Camera and Photographic Equipment Repairers
59,4,15-2051.02,Clinical Data Managers
59,2,49-9051.00,Electrical Power-Line Installers and Repairers
59,4,17-2081.00,Environmental Engineers
59,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
59,3,29-2057.00,Ophthalmic Medical Technicians
59,2,31-1132.00,Orderlies
59,4,17-2199.07,Photonics Engineers
59,2,47-5012.00,"Rotary Drill Operators, Oil and Gas"
59,4,27-1014.00,Special Effects Artists and Animators
58,2,47-2061.00,Construction Laborers
58,1,35-2011.00,"Cooks, Fast Food"
58,1,51-9031.00,"Cutters and Trimmers, Hand"
58,4,15-1299.03,Document Management Specialists
58,2,51-2022.00,Electrical and Electronic Equipment Assemblers
58,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
58,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
58,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
58,3,19-4051.02,Nuclear Monitoring Technicians
58,2,51-9083.00,Ophthalmic Laboratory Technicians
58,2,47-5043.00,"Roof Bolters, Mining"
57,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers
57,1,47-2051.00,Cement Masons and Concrete Finishers
57,1,51-9022.00,"Grinding and Polishing Workers, Hand"
57,4,17-2051.01,Transportation Engineers
57,2,51-6093.00,Upholsterers
56,4,13-2061.00,Financial Examiners
56,4,17-2199.05,Mechatronics Engineers
56,4,27-2012.05,Media Technical Directors/Managers
56,5,17-2199.06,Microsystems Engineers
56,2,31-9095.00,Pharmacy Aides
55,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
55,2,39-4021.00,Funeral Attendants
55,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
55,2,47-2231.00,Solar Photovoltaic Installers
54,2,53-6031.00,Automotive and Watercraft Service Attendants
54,2,33-9032.00,Security Guards
54,2,47-2053.00,Terrazzo Workers and Finishers
54,2,33-9093.00,Transportation Security Screeners
54,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
54,4,17-2051.02,Water/Wastewater Engineers
53,2,47-4051.00,Highway Maintenance Workers
53,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
52,2,53-7031.00,Dredge Operators
52,2,47-2072.00,Pile Driver Operators
52,1,47-5071.00,"Roustabouts, Oil and Gas"
51,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
51,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
51,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
51,2,53-7065.00,Stockers and Order Fillers
51,3,41-3041.00,Travel Agents
49,2,51-3093.00,Food Cooking Machine Operators and Tenders
49,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
48,4,17-2161.00,Nuclear Engineers
48,3,51-8011.00,Nuclear Power Reactor Operators
48,3,19-4051.00,Nuclear Technicians
48,2,53-5011.00,Sailors and Marine Oilers
46,1,45-2041.00,"Graders and Sorters, Agricultural Products"
46,1,51-9123.00,"Painting, Coating, and Decorating Workers"
44,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
44,2,47-4091.00,Segmental Pavers
