Importance,Job Zone,Code,Occupation
59,4,29-1128.00,Exercise Physiologists
59,4,19-1032.00,Foresters
59,3,11-9171.00,Funeral Home Managers
59,4,17-1022.01,Geodetic Surveyors
59,4,19-4043.00,"Geological Technicians, Except Hydrologic Technicians"
59,5,11-3031.03,Investment Fund Managers
59,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
59,5,23-1011.00,Lawyers
59,2,43-4121.00,"Library Assistants, Clerical"
59,4,11-9199.08,Loss Prevention Managers
59,5,19-1022.00,Microbiologists
59,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
59,3,19-5012.00,Occupational Health and Safety Technicians
59,2,53-7064.00,"Packers and Packagers, Hand"
59,2,43-3051.00,Payroll and Timekeeping Clerks
59,2,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
59,3,43-5061.00,"Production, Planning, and Expediting Clerks"
59,2,49-3092.00,Recreational Vehicle Service Technicians
59,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
59,2,47-5013.00,"Service Unit Operators, Oil and Gas"
59,2,51-6041.00,Shoe and Leather Workers and Repairers
59,2,51-6042.00,Shoe Machine Operators and Tenders
59,2,43-3071.00,Tellers
59,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
59,2,47-4099.03,Weatherization Installers and Technicians
58,5,29-1229.01,Allergists and Immunologists
58,5,29-1071.01,Anesthesiologist Assistants
58,3,29-2031.00,Cardiovascular Technologists and Technicians
58,3,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers"
58,4,11-9021.00,Construction Managers
58,3,13-1041.06,Coroners
58,2,33-3012.00,Correctional Officers and Jailers
58,4,15-1299.03,Document Management Specialists
58,4,11-3031.00,Financial Managers
58,2,49-9099.01,Geothermal Technicians
58,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
58,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
58,2,45-4023.00,Log Graders and Scalers
58,4,27-2012.05,Media Technical Directors/Managers
58,2,43-5041.00,"Meter Readers, Utilities"
58,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
58,3,29-2053.00,Psychiatric Technicians
58,2,43-5031.00,Public Safety Telecommunicators
58,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
58,2,53-7062.04,Recycling and Reclamation Workers
58,4,17-1022.00,Surveyors
58,3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
58,3,33-3052.00,Transit and Railroad Police
57,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
57,5,19-1029.04,Biologists
57,4,21-1021.00,"Child, Family, and School Social Workers"
57,2,35-2015.00,"Cooks, Short Order"
57,4,17-2081.00,Environmental Engineers
57,2,51-2051.00,Fiberglass Laminators and Fabricators
57,2,43-4071.00,File Clerks
57,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
57,1,47-2043.00,Floor Sanders and Finishers
57,3,19-4071.00,Forest and Conservation Technicians
57,3,51-9071.06,Gem and Diamond Workers
57,2,31-1121.00,Home Health Aides
57,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
57,5,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
57,2,53-4011.00,Locomotive Engineers
57,4,13-1081.02,Logistics Analysts
57,3,29-2012.00,Medical and Clinical Laboratory Technicians
57,2,37-2021.00,Pest Control Workers
57,5,29-1222.00,"Physicians, Pathologists"
57,1,47-2161.00,Plasterers and Stucco Masons
57,3,51-8012.00,Power Distributors and Dispatchers
57,2,51-9141.00,Semiconductor Processing Technicians
57,2,51-3023.00,Slaughterers and Meat Packers
57,3,49-9064.00,Watch and Clock Repairers
56,4,15-2011.00,Actuaries
56,1,45-2091.00,Agricultural Equipment Operators
56,2,53-6031.00,Automotive and Watercraft Service Attendants
56,3,49-3023.00,Automotive Service Technicians and Mechanics
56,2,51-9011.00,Chemical Equipment Operators and Tenders
56,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
56,5,29-1021.00,"Dentists, General"
56,5,29-1031.00,Dietitians and Nutritionists
56,5,29-1215.00,Family Medicine Physicians
56,2,53-2031.00,Flight Attendants
56,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
56,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
56,3,51-4062.00,"Patternmakers, Metal and Plastic"
56,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
56,2,43-5051.00,Postal Service Clerks
56,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
56,4,13-1041.07,Regulatory Affairs Specialists
56,2,39-5093.00,Shampooers
56,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
56,2,47-2231.00,Solar Photovoltaic Installers
56,4,27-2012.04,Talent Directors
56,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
56,2,51-2061.00,Timing Device Assemblers and Adjusters
55,5,25-4011.00,Archivists
55,2,51-3011.00,Bakers
55,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
55,3,29-1292.00,Dental Hygienists
55,2,51-2023.00,Electromechanical Equipment Assemblers
55,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
55,1,45-4021.00,Fallers
55,1,35-3023.00,Fast Food and Counter Workers
55,1,45-4022.00,Logging Equipment Operators
55,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
55,3,31-2012.00,Occupational Therapy Aides
55,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
55,3,29-2052.00,Pharmacy Technicians
55,2,47-2072.00,Pile Driver Operators
55,3,33-3051.00,Police and Sheriff's Patrol Officers
55,4,11-9199.01,Regulatory Affairs Managers
55,4,43-9111.00,Statistical Assistants
55,5,19-1023.00,Zoologists and Wildlife Biologists
54,2,45-2021.00,Animal Breeders
54,2,39-2021.00,Animal Caretakers
54,3,53-6051.01,Aviation Inspectors
54,4,15-2051.02,Clinical Data Managers
54,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
54,2,41-9011.00,Demonstrators and Product Promoters
54,3,19-4013.00,Food Science Technicians
54,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
54,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
54,3,43-4131.00,Loan Interviewers and Clerks
54,2,51-4051.00,Metal-Refining Furnace Operators and Tenders
54,3,27-2042.00,Musicians and Singers
54,2,51-9083.00,Ophthalmic Laboratory Technicians
54,5,29-1299.02,Orthoptists
54,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
54,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
54,3,41-9022.00,Real Estate Sales Agents
54,1,47-5051.00,"Rock Splitters, Quarry"
54,2,47-2044.00,Tile and Stone Setters
54,3,29-2056.00,Veterinary Technologists and Technicians
54,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
53,2,51-8099.01,Biofuels Processing Technicians
53,3,43-4061.00,"Eligibility Interviewers, Government Programs"
53,4,13-1041.03,Equal Opportunity Representatives and Officers
53,2,39-3011.00,Gambling Dealers
53,2,47-5081.00,Helpers--Extraction Workers
53,5,29-1229.02,Hospitalists
53,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
53,3,43-4141.00,New Accounts Clerks
53,2,51-8013.00,Power Plant Operators
53,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
53,3,39-7011.00,Tour Guides and Escorts
53,2,37-3013.00,Tree Trimmers and Pruners
53,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
53,3,49-9081.00,Wind Turbine Service Technicians
52,4,13-2011.00,Accountants and Auditors
52,5,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers"
52,2,45-2011.00,Agricultural Inspectors
52,3,53-2022.00,Airfield Operations Specialists
52,2,27-2021.00,Athletes and Sports Competitors
52,4,13-1021.00,"Buyers and Purchasing Agents, Farm Products"
52,3,47-4011.00,Construction and Building Inspectors
52,2,43-4031.00,"Court, Municipal, and License Clerks"
52,2,53-7031.00,Dredge Operators
52,2,51-4071.00,Foundry Mold and Coremakers
52,2,53-7041.00,Hoist and Winch Operators
52,3,43-6012.00,Legal Secretaries and Administrative Assistants
52,4,29-2011.00,Medical and Clinical Laboratory Technologists
52,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
52,2,41-2022.00,Parts Salespersons
52,4,43-9081.00,Proofreaders and Copy Markers
52,2,41-2031.00,Retail Salespersons
52,2,47-5043.00,"Roof Bolters, Mining"
52,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
52,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
51,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
51,4,13-2031.00,Budget Analysts
51,2,43-4051.00,Customer Service Representatives
51,2,53-3031.00,Driver/Sales Workers
51,2,51-2022.00,Electrical and Electronic Equipment Assemblers
51,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51,2,51-3092.00,Food Batchmakers
51,2,51-3093.00,Food Cooking Machine Operators and Tenders
51,1,51-9022.00,"Grinding and Polishing Workers, Hand"
51,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
51,2,47-3016.00,Helpers--Roofers
51,1,37-3011.00,Landscaping and Groundskeeping Workers
51,2,39-5092.00,Manicurists and Pedicurists
51,3,31-9094.00,Medical Transcriptionists
51,2,39-3021.00,Motion Picture Projectionists
51,5,29-1071.00,Physician Assistants
51,2,51-4052.00,"Pourers and Casters, Metal"
51,2,47-4091.00,Segmental Pavers
51,4,19-4061.00,Social Science Research Assistants
51,3,17-3031.00,Surveying and Mapping Technicians
51,2,47-2082.00,Tapers
51,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
50,2,43-5011.00,Cargo and Freight Agents
50,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
50,3,53-2012.00,Commercial Pilots
50,2,41-2021.00,Counter and Rental Clerks
50,3,53-7021.00,Crane and Tower Operators
50,1,35-9021.00,Dishwashers
50,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
50,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
50,4,17-3025.00,Environmental Engineering Technologists and Technicians
50,4,19-4042.00,"Environmental Science and Protection Technicians, Including Health"
50,1,35-2021.00,Food Preparation Workers
50,5,29-9092.00,Genetic Counselors
50,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
50,2,49-9031.00,Home Appliance Repairers
50,3,13-1032.00,"Insurance Appraisers, Auto Damage"
50,4,41-3021.00,Insurance Sales Agents
50,4,13-2072.00,Loan Officers
50,1,37-2012.00,Maids and Housekeeping Cleaners
50,2,17-3029.01,Non-Destructive Testing Specialists
50,2,43-9061.00,"Office Clerks, General"
50,3,29-2057.00,Ophthalmic Medical Technicians
50,2,43-4151.00,Order Clerks
50,2,51-5113.00,Print Binding and Finishing Workers
50,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
50,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
50,1,51-6031.00,Sewing Machine Operators
49,2,53-3052.00,"Bus Drivers, Transit and Intercity"
49,3,33-3051.04,Customs and Border Protection Officers
49,3,13-1041.08,Customs Brokers
49,2,13-1074.00,Farm Labor Contractors
49,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
49,2,47-4051.00,Highway Maintenance Workers
49,2,53-7051.00,Industrial Truck and Tractor Operators
49,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
49,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
49,3,23-2011.00,Paralegals and Legal Assistants
49,4,13-2052.00,Personal Financial Advisors
49,3,41-4011.07,Solar Sales Representatives and Assessors
48,2,51-7011.00,Cabinetmakers and Bench Carpenters
48,2,43-9041.00,Insurance Claims and Policy Processing Clerks
48,1,51-6011.00,Laundry and Dry-Cleaning Workers
48,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
48,4,17-2161.00,Nuclear Engineers
48,5,29-1221.00,"Pediatricians, General"
48,4,17-2112.02,Validation Engineers
47,3,33-3011.00,Bailiffs
47,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers
47,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
47,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
47,3,19-4051.02,Nuclear Monitoring Technicians
47,2,31-9095.00,Pharmacy Aides
47,3,19-4099.01,Quality Control Analysts
47,2,43-2011.00,"Switchboard Operators, Including Answering Service"
47,2,35-3031.00,Waiters and Waitresses
46,2,39-6011.00,Baggage Porters and Bellhops
46,2,51-8013.03,Biomass Plant Technicians
46,2,51-3021.00,Butchers and Meat Cutters
46,4,29-2011.01,Cytogenetic Technologists
46,2,53-7063.00,Machine Feeders and Offbearers
46,2,43-6013.00,Medical Secretaries and Administrative Assistants
46,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
46,5,29-1051.00,Pharmacists
46,2,43-5052.00,Postal Service Mail Carriers
46,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
46,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
46,3,49-9097.00,Signal and Track Switch Repairers
46,2,47-2053.00,Terrazzo Workers and Finishers
46,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
45,4,13-2023.00,Appraisers and Assessors of Real Estate
45,1,47-2051.00,Cement Masons and Concrete Finishers
45,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
45,2,39-4021.00,Funeral Attendants
45,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
45,5,23-1012.00,Judicial Law Clerks
45,3,29-2099.05,Ophthalmic Medical Technologists
45,2,51-5112.00,Printing Press Operators
45,2,53-4031.00,Railroad Conductors and Yardmasters
45,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
44,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
44,2,53-3033.00,Light Truck Drivers
44,2,31-1132.00,Orderlies
44,2,53-6061.00,Passenger Attendants
43,1,39-3091.00,Amusement and Recreation Attendants
43,2,51-8091.00,Chemical Plant and System Operators
43,2,39-1013.00,First-Line Supervisors of Gambling Services Workers
43,2,39-3012.00,Gambling and Sports Book Writers and Runners
43,4,13-2053.00,Insurance Underwriters
43,2,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
43,2,43-9071.00,"Office Machine Operators, Except Computer"
43,2,53-7065.00,Stockers and Order Fillers
43,3,13-2082.00,Tax Preparers
43,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
42,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
42,2,53-4041.00,Subway and Streetcar Operators
42,2,41-9041.00,Telemarketers
42,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
41,4,13-2041.00,Credit Analysts
41,2,33-9091.00,Crossing Guards and Flaggers
41,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
41,4,13-2061.00,Financial Examiners
41,2,51-9198.00,Helpers--Production Workers
41,1,47-5071.00,"Roustabouts, Oil and Gas"
41,2,53-5011.00,Sailors and Marine Oilers
40,5,29-2011.02,Cytotechnologists
40,4,13-1041.01,Environmental Compliance Inspectors
40,3,51-8011.00,Nuclear Power Reactor Operators
40,2,33-9032.00,Security Guards
39,1,35-3023.01,Baristas
39,1,35-2011.00,"Cooks, Fast Food"
39,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
39,2,43-3041.00,Gambling Cage Workers
38,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers"
38,1,53-7011.00,Conveyor Operators and Tenders
38,2,33-9093.00,Transportation Security Screeners
37,2,41-9012.00,Models
37,3,19-4051.00,Nuclear Technicians
37,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
37,2,51-9197.00,Tire Builders
36,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
36,1,51-9123.00,"Painting, Coating, and Decorating Workers"
36,2,27-2023.00,"Umpires, Referees, and Other Sports Officials"
35,2,47-2061.00,Construction Laborers
35,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
34,2,53-6021.00,Parking Attendants
34,3,41-3041.00,Travel Agents
33,2,53-6011.00,Bridge and Lock Tenders
33,2,41-2012.00,Gambling Change Persons and Booth Cashiers
31,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
29,2,43-5021.00,Couriers and Messengers
29,1,51-9031.00,"Cutters and Trimmers, Hand"
22,1,45-2041.00,"Graders and Sorters, Agricultural Products"
